,localizacao,title,url,valor
1927,Maceió -  AL,"Iphone 7, valor negociável",https://al.olx.com.br/alagoas/celulares/iphone-7-valor-negociavel-804019710,R$ 1.500
1928,Feira de Santana -  BA,iPhone 8 64Gb Impecável 12x,https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/celulares/iphone-8-64gb-impecavel-12x-804019655,R$ 1.999
1929,São Paulo -  SP,IPhone 6,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-804019608,R$ 650
1930,Rio de Janeiro -  RJ,Iphone X 256 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-x-256-gb-804019579,R$ 3.000
1931,São Paulo -  SP,MACBOOK PRO 13 PL TOUCH BAR ZERADO PRATICAMENTE ,https://sp.olx.com.br/sao-paulo-e-regiao/computadores-e-acessorios/macbook-pro-13-pl-touch-bar-zerado-praticamente-804019582,R$ 9.000
1932,São Paulo -  SP,IPhone 6S -64gb - usado,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-64gb-usado-804020223,R$ 1.350
1933,Belém -  PA,Cabo de Metal Magnético Inova 2.4A,https://pa.olx.com.br/regiao-de-belem/celulares/cabo-de-metal-magnetico-inova-2-4a-801825079,R$ 25
1934,Ipatinga -  MG,Relogio Pulseira Corrida Frequencia Monitor Cardíaco M2,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/relogio-pulseira-corrida-frequencia-monitor-cardiaco-m2-800449857,R$ 45
1935,São Paulo -  SP,Celular Samsung Galaxy A10 32GB Impecável!!! - Aceito troca,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/celular-samsung-galaxy-a10-32gb-impecavel-aceito-troca-798974330,R$ 599
1936,Ribeirão Preto -  SP,IPHONE 8 SPACE GRAY 64 GIGAS MUITO NOVO,https://sp.olx.com.br/regiao-de-ribeirao-preto/celulares/iphone-8-space-gray-64-gigas-muito-novo-804019379,R$ 1.900
1937,Natal -  RN,"iPhone XR 128gb branco, lacrado com 01 ano de Garantia oficial Apple ",https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-xr-128gb-branco-lacrado-com-01-ano-de-garantia-oficial-apple-804019357,R$ 3.849
1938,Recife -  PE,IPhone 7 128gb,https://pe.olx.com.br/grande-recife/celulares/iphone-7-128gb-804019343,R$ 1.400
1939,Belo Horizonte -  MG,Samsung A21s na caixa com garantia e nota fiscal,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/samsung-a21s-na-caixa-com-garantia-e-nota-fiscal-804019345,R$ 1.300
1940,São Paulo -  SP,Iphone 6s 32 Vendo,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-32-vendo-804019321,R$ 899
1941,Brasília -  DF,Relogio Smartwatch P80 Feminino Rose iPhone Android Samsung,https://df.olx.com.br/distrito-federal-e-regiao/computadores-e-acessorios/relogio-smartwatch-p80-feminino-rose-iphone-android-samsung-804019309,R$ 245
1942,Cariacica -  ES,Bonés Masculinos Material Premium Multimarcas,https://es.olx.com.br/norte-do-espirito-santo/bijouteria-relogios-e-acessorios/bones-masculinos-material-premium-multimarcas-802456136,R$ 49
1943,Brasília -  DF,IPhone 8 plus 256g R$2.200 ,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-8-plus-256g-r-2-200-804019264,R$ 2.200
1944,Taubaté -  SP,VENDO 2 CABOS HDMI NOVOS,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/audio-tv-video-e-fotografia/vendo-2-cabos-hdmi-novos-794507739,R$ 13
1945,Joinville -  SC,"iPhone 8 Red 64Gb ( Seminovo Perfeito estado ) 12x sem juros 207,50",https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-8-red-64gb-seminovo-perfeito-estado-12x-sem-juros-207-50-804019184,R$ 2.250
1946,Dias D'Ávila -  BA,ACESSÓRIOS INOVA NO ATACADO PRA HOJE,https://ba.olx.com.br/grande-salvador/celulares/acessorios-inova-no-atacado-pra-hoje-801573407,R$ 350
1947,Recife -  PE,7 Plus 32GB,https://pe.olx.com.br/grande-recife/celulares/7-plus-32gb-724706378,R$ 1.999
1948,Recife -  PE,Xs max 64gb seminovo sem nenhuma marca de uso,https://pe.olx.com.br/grande-recife/celulares/xs-max-64gb-seminovo-sem-nenhuma-marca-de-uso-644641715,R$ 4.999
1949,Recife -  PE,IPhone 8 64Gb,https://pe.olx.com.br/grande-recife/celulares/iphone-8-64gb-770052647,R$ 2.399
1950,Recife -  PE,7 Plus 128,https://pe.olx.com.br/grande-recife/celulares/7-plus-128-716632698,R$ 2.099
1951,Recife -  PE,7 Plus 128GB,https://pe.olx.com.br/grande-recife/celulares/7-plus-128gb-705780574,R$ 2.399
1952,Recife -  PE,8 Plus 64gb,https://pe.olx.com.br/grande-recife/celulares/8-plus-64gb-699849498,R$ 2.800
1953,Arapiraca -  AL,IPhone XR 64GB,https://al.olx.com.br/alagoas/celulares/iphone-xr-64gb-804019081,R$ 3.600
1954,Brasília -  DF,IPHONE 8 PLUS,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-8-plus-804019052,R$ 2.500
1955,São Luís -  MA,Iphone 7 plus 128 gb com tudo,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-7-plus-128-gb-com-tudo-804019041,R$ 1.700
1956,Goiânia -  GO,Smartwatch Iwo K8 RosêTela Sem Bordas Duas Pulseiras Notificação Whatsapp Várias Telas,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/smartwatch-iwo-k8-rosetela-sem-bordas-duas-pulseiras-notificacao-whatsapp-varias-telas-804018976,R$ 520
1957,São Luís -  MA,Iphone 8 plus 64gb,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-8-plus-64gb-804018886,R$ 2.900
1958,Goiânia -  GO,Caixa de Som Residencial c/ Bluetooth - (Parcelo no Cartão),https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/pecas-e-acessorios/carros-vans-e-utilitarios/caixa-de-som-residencial-c-bluetooth-parcelo-no-cartao-804018880,R$ 2.100
1959,Lagarto -  SE,Iphone 5s 16gb novo !,https://se.olx.com.br/sergipe/celulares/iphone-5s-16gb-novo-804018876,R$ 380
1960,Cariacica -  ES,Boné Trucker Country Americano,https://es.olx.com.br/norte-do-espirito-santo/bijouteria-relogios-e-acessorios/bone-trucker-country-americano-802456527,R$ 49
1961,Porto Alegre -  RS,Case original iphone ,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/case-original-iphone-804018810,R$ 150
1962,Blumenau -  SC,iPhone 7 128 gb,https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-7-128-gb-804018794,R$ 1.600
1963,Natal -  RN,"iPhone 11 64gb, lacrados com 01 ano de Garantia oficial Apple ",https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-11-64gb-lacrados-com-01-ano-de-garantia-oficial-apple-804018773,R$ 4.499
1964,Cezarina -  GO,IPhone 6s 16g,https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/celulares/iphone-6s-16g-794485692,R$ 800
1965,Salvador -  BA,6x SEM JUROS! Memória RAM 16GB DDR4,https://ba.olx.com.br/grande-salvador/computadores-e-acessorios/6x-sem-juros-memoria-ram-16gb-ddr4-799433463,R$ 409
1966,Brasília -  DF,Iphone X 256GB branco impecável com carregador,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-x-256gb-branco-impecavel-com-carregador-799216380,R$ 3.000
1967,João Pessoa -  PB,IPhone 7 Plus,https://pb.olx.com.br/paraiba/celulares/iphone-7-plus-804018508,R$ 2.300
1968,Teresina -  PI,Jogo Ferramentas Kit com 12 Chaves Bits da Abrir MacBook Drones VideoGames Xiaomi iPhone,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/computadores-e-acessorios/jogo-ferramentas-kit-com-12-chaves-bits-da-abrir-macbook-drones-videogames-xiaomi-iphone-802759462,R$ 75
1969,Laguna -  SC,Cabo Usb Iphone,https://sc.olx.com.br/florianopolis-e-regiao/celulares/cabo-usb-iphone-799539340,R$ 25
1970,Rio de Janeiro -  RJ,Galaxy watch active 2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-watch-active-2-802702933,R$ 1.000
1971,Jaboatão dos Guararapes -  PE,VR Óculos De Realidade Virtual Samsung 360 Graus! Com Controle /Aceito Cartão!<br>,https://pe.olx.com.br/grande-recife/celulares/vr-oculos-de-realidade-virtual-samsung-360-graus-com-controle-aceito-cartao-br-804018457,R$ 399
1972,Brasília -  DF,Controle Gamepad Gamesir G5 Pubg Free Fire Call Of Duty,https://df.olx.com.br/distrito-federal-e-regiao/computadores-e-acessorios/controle-gamepad-gamesir-g5-pubg-free-fire-call-of-duty-801667040,R$ 250
1973,Cariacica -  ES,Bolsa Pochet Necessaire Shoulderbag,https://es.olx.com.br/norte-do-espirito-santo/bijouteria-relogios-e-acessorios/bolsa-pochet-necessaire-shoulderbag-802458773,R$ 69
1974,Itajaí -  SC,SmartWatch Relógio Inteligente P8 Original!!!,https://sc.olx.com.br/norte-de-santa-catarina/celulares/smartwatch-relogio-inteligente-p8-original-799647051,R$ 179
1975,Laguna -  SC,"Kit Capa de Silicone para Iphone 11, Fluorescente c/ 25 unidades",https://sc.olx.com.br/florianopolis-e-regiao/celulares/kit-capa-de-silicone-para-iphone-11-fluorescente-c-25-unidades-799536308,R$ 179
1976,Porto Alegre -  RS,C o m b o iphone 6,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/c-o-m-b-o-iphone-6-804018358,R$ 300
1977,Brasília -  DF,Galaxy J7 Pro 64 gigas ,https://df.olx.com.br/distrito-federal-e-regiao/celulares/galaxy-j7-pro-64-gigas-801757246,R$ 550
1978,Rio de Janeiro -  RJ,Iphone 5S/2 J320/Samsung S9/Bateria J3(Retirada de peças),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-2-j320-samsung-s9-bateria-j3-retirada-de-pecas-801707867,R$ 150
1979,João Pessoa -  PB,Vendo iPhone 6s,https://pb.olx.com.br/paraiba/celulares/vendo-iphone-6s-804018285,R$ 750
1980,São José do Rio Preto -  SP,Amazfit GTR 47MM ALUMÍNIUM NOVÍSSIMO IMPECÁVEL ,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/celulares/amazfit-gtr-47mm-aluminium-novissimo-impecavel-804018238,R$ 699
1981,Itapecerica da Serra -  SP,IPhone 6 64Gb Seminovo,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6-64gb-seminovo-804018211,R$ 600
1982,Campina Grande -  PB,Caixa de Som com Bluetooth e Karaoke,https://pb.olx.com.br/paraiba/audio-tv-video-e-fotografia/caixa-de-som-com-bluetooth-e-karaoke-797085345,R$ 230
1983,Barra do Piraí -  RJ,Use a Cabeça! Desenvolvendo Para Iphone e Ipad (Português) Capa comum,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/livros-e-revistas/use-a-cabeca-desenvolvendo-para-iphone-e-ipad-portugues-capa-comum-802775334,R$ 75
1984,São Paulo -  SP,Iphone 12pro,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-12pro-803581749,R$ 13.000
1985,Natal -  RN,IPhone 7 128gb,https://rn.olx.com.br/rio-grande-do-norte/celulares/iphone-7-128gb-804018091,R$ 1.400
1986,Nossa Senhora do Socorro -  SE,Caixa de iPhone 6s,https://se.olx.com.br/sergipe/celulares/caixa-de-iphone-6s-804018080,R$ 80
1987,Iturama -  MG,Iphone X 256GB,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/celulares/iphone-x-256gb-804018695,R$ 3.500
1988,Brasília -  DF,Iphone 6S 32 GB Nota fiscal ,https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-6s-32-gb-nota-fiscal-804017958,R$ 700
1989,Recife -  PE,iPhone 8Plus 64GB seminovo - sem marcas de uso,https://pe.olx.com.br/grande-recife/celulares/iphone-8plus-64gb-seminovo-sem-marcas-de-uso-800930357,R$ 2.950
1990,Ananindeua -  PA,Carregador pra iPhone ,https://pa.olx.com.br/regiao-de-belem/celulares/carregador-pra-iphone-799399934,R$ 35
1991,Senador Canedo -  GO,iPhone 7 32gb,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-7-32gb-804017899,R$ 1.450
1992,Campo Grande -  MS,iPhone 7 black aceito troca,https://ms.olx.com.br/mato-grosso-do-sul/celulares/iphone-7-black-aceito-troca-804017861,R$ 1.399
1993,Uberlândia -  MG,iPhone SE 32GB,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/celulares/iphone-se-32gb-801689471,R$ 930
1994,São Paulo -  SP,Vendo iPhone 5s bateria tela carcaça original em estado de novo bem conservado,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/vendo-iphone-5s-bateria-tela-carcaca-original-em-estado-de-novo-bem-conservado-801609470,R$ 140
1995,Boa Vista -  RR,Smartwatch B57 Relógio Inteligente / A Prova Dagua / Bateria Durável,https://rr.olx.com.br/roraima/celulares/smartwatch-b57-relogio-inteligente-a-prova-dagua-bateria-duravel-804017807,R$ 219
1996,Recife -  PE,Pendrive IPhone ,https://pe.olx.com.br/grande-recife/computadores-e-acessorios/pendrive-iphone-797087601,R$ 220
1997,Varzelândia -  MG,IPhone 6s Plus impecável,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/celulares/iphone-6s-plus-impecavel-804017772,R$ 1.550
1998,Ibiúna -  SP,Suporte Carregador sem fio Qi para motos universal,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/pecas-e-acessorios/motos/suporte-carregador-sem-fio-qi-para-motos-universal-796975015,R$ 240
1999,São Leopoldo -  RS,Iphone 6 64gb,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/iphone-6-64gb-801662989,R$ 850
2000,Rio de Janeiro -  RJ,Capas iPhone XR,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/capas-iphone-xr-797299926,R$ 75
2001,Santo André -  SP,Smartwatch U8 relógio Inteligente,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/smartwatch-u8-relogio-inteligente-802713751,R$ 140
2002,Cascavel -  PR,IPhone 7,https://pr.olx.com.br/regiao-de-foz-do-iguacu-e-cascavel/celulares/iphone-7-804017629,R$ 1.300
2003,Porto Velho -  RO,Samsung s10,https://ro.olx.com.br/rondonia/celulares/samsung-s10-804017620,R$ 0
2004,Porto Alegre -  RS,IPhone 8 Plus,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/iphone-8-plus-804017614,R$ 2.500
2005,Jaboatão dos Guararapes -  PE,Capinhas semi novas iPhone x,https://pe.olx.com.br/grande-recife/celulares/capinhas-semi-novas-iphone-x-794144632,R$ 15
2006,Blumenau -  SC,iphone 6 ,https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-6-800333017,R$ 250
2007,Diadema -  SP,Tela Original Iphone 7 Branca Retirada,https://sp.olx.com.br/sao-paulo-e-regiao/audio-tv-video-e-fotografia/tela-original-iphone-7-branca-retirada-804017549,R$ 330
2008,Rio de Janeiro -  RJ,Cabo magnético ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/cabo-magnetico-802745120,R$ 35
2009,Uberlândia -  MG,iPhone 7 ,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/celulares/iphone-7-804017531,R$ 1.399
2010,Porto Velho -  RO,Vendo ou troco por celular do meu interesse ,https://ro.olx.com.br/rondonia/celulares/vendo-ou-troco-por-celular-do-meu-interesse-804017505,R$ 0
2011,Santarém -  PA,IPhone 8 gold 64gb,https://pa.olx.com.br/regiao-de-santarem/celulares/iphone-8-gold-64gb-804017412,R$ 2.300
2012,Uberaba -  MG,Chrome castg5 passoCARTAO,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/audio-tv-video-e-fotografia/chrome-castg5-passocartao-804017404,R$ 125
2013,Maringá -  PR,iPhone 8 plus 64 gb ,https://pr.olx.com.br/regiao-de-maringa/celulares/iphone-8-plus-64-gb-804017345,R$ 2.300
2014,São José de Ribamar -  MA,Cabo de iPhone ÓTIMO,https://ma.olx.com.br/regiao-de-sao-luis/celulares/cabo-de-iphone-otimo-804017196,R$ 30
2015,Betim -  MG,XIAOMI MI 9 SE - 128gb VENDO BARATO ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/xiaomi-mi-9-se-128gb-vendo-barato-804017151,R$ 1.700
2016,Rio de Janeiro -  RJ,IPhone 7 Rose 32gb muito conservado com caixa e carregador Leia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-rose-32gb-muito-conservado-com-caixa-e-carregador-leia-804017063,R$ 1.099
2017,Brasília -  DF,"IPhone 7, 128gb, preto brilhante",https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-7-128gb-preto-brilhante-804017038,R$ 1.400
2018,Camaçari -  BA,Vendo iPhone 11 Pro max 64gb mais zero da Bahia ,https://ba.olx.com.br/grande-salvador/celulares/vendo-iphone-11-pro-max-64gb-mais-zero-da-bahia-804017041,R$ 6.250
2019,João Pessoa -  PB,IPhone 6 64gb,https://pb.olx.com.br/paraiba/celulares/iphone-6-64gb-804017044,R$ 750
2020,São Paulo -  SP,Iphone 7 128 gigas ,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-7-128-gigas-804016970,R$ 2.000
2021,Campinas -  SP,Kit Chaves Ferramenta 16 Peças Abrir Celular Iphone Precisão,https://sp.olx.com.br/grande-campinas/materiais-de-construcao-e-jardim/kit-chaves-ferramenta-16-pecas-abrir-celular-iphone-precisao-804016881,R$ 38
2022,Fortaleza -  CE,IPhone 8 64gb parcelo em 10 x mais taxa do cartão,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-8-64gb-parcelo-em-10-x-mais-taxa-do-cartao-796254337,R$ 2.000
2023,Belo Horizonte -  MG,iPhone 8 ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-8-804016867,R$ 2.000
2024,Contagem -  MG,iPhone 7 preto ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-7-preto-804016835,R$ 1.800
2025,Recife -  PE,Vendo iPhone 6 para retirada de peças,https://pe.olx.com.br/grande-recife/celulares/vendo-iphone-6-para-retirada-de-pecas-804016798,R$ 0
2026,Rio de Janeiro -  RJ,iPhone 6 Plus  de 64 giga,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-plus-de-64-giga-804016768,R$ 800
2027,Belo Horizonte -  MG,Vendo ou Troco iPhone SE - 16gb,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/vendo-ou-troco-iphone-se-16gb-804016706,R$ 600
2028,Rio de Janeiro -  RJ,IPhone SE 32GB BARATO pra sair rapidíssimo leia !!!!,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-32gb-barato-pra-sair-rapidissimo-leia--804016696,R$ 350
2029,Florianópolis -  SC,Vendo iPhone 7 ,https://sc.olx.com.br/florianopolis-e-regiao/celulares/vendo-iphone-7-804016679,R$ 1.050
2030,Belo Horizonte -  MG,Iphone semi novo,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-semi-novo-804017379,R$ 2.000
2031,Goiânia -  GO,iPhone 8 Rose Gold ,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8-rose-gold-804016639,R$ 1.900
2032,São Luís -  MA,Tagima T-405,https://ma.olx.com.br/regiao-de-sao-luis/instrumentos-musicais/tagima-t-405-804016620,R$ 1.300
2033,Vitória -  ES,Apple iPhone 11 128 GB Preto NOVO LACRADO.,https://es.olx.com.br/norte-do-espirito-santo/celulares/apple-iphone-11-128-gb-preto-novo-lacrado-804016588,R$ 4.950
2034,Itaúna -  MG,iPhone 8 64GB,https://mg.olx.com.br/regiao-de-divinopolis/celulares/iphone-8-64gb-804016565,R$ 2.350
2035,Campos dos Goytacazes -  RJ,Iphone 6s 16gb,https://rj.olx.com.br/norte-do-estado-do-rio/celulares/iphone-6s-16gb-804016536,R$ 850
2036,Campo Grande -  MS,Fone original do iPhone 7 original 50 reais,https://ms.olx.com.br/mato-grosso-do-sul/celulares/fone-original-do-iphone-7-original-50-reais-804016525,R$ 50
2037,São Luís -  MA,IPHONE 6s 64 GB,https://ma.olx.com.br/regiao-de-sao-luis/celulares/iphone-6s-64-gb-804016521,R$ 750
2038,Barra Velha -  SC,IPhone 7 32 GB,https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-7-32-gb-804016410,R$ 1.300
2039,Santarém -  PA,IPhone 6s em perfeito estado,https://pa.olx.com.br/regiao-de-santarem/celulares/iphone-6s-em-perfeito-estado-804016386,R$ 1.200
2040,Brasília -  DF,(Novo) Suporte de TV Fixo Universal,https://df.olx.com.br/distrito-federal-e-regiao/utilidades-domesticas/novo-suporte-de-tv-fixo-universal-804016354,R$ 25
2041,Recife -  PE,IPhone X 256GB prata,https://pe.olx.com.br/grande-recife/celulares/iphone-x-256gb-prata-803557923,R$ 3.200
2042,João Pessoa -  PB,Iphone 8,https://pb.olx.com.br/paraiba/celulares/iphone-8-804016216,R$ 1.999
2043,Goiânia -  GO,"IPHONE 8 PLUS 64GB BLACK, pego seu iphone na troca",https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-8-plus-64gb-black-pego-seu-iphone-na-troca-804016083,R$ 2.850
2044,Porto Alegre -  RS,Combo iphone 6 Plus ,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/combo-iphone-6-plus-804016080,R$ 350
2045,Goiânia -  GO,"Redmi Note 9S 128GB azul ou cinza, lacrado xiaomi",https://go.olx.com.br/grande-goiania-e-anapolis/celulares/redmi-note-9s-128gb-azul-ou-cinza-lacrado-xiaomi-804016048,R$ 1.650
2046,Nova Iguaçu -  RJ,iPhone 7 Plus 32GB Black ,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-32gb-black-804016030,R$ 2.000
2047,Jacareí -  SP,iPhone 6 16GB ,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/celulares/iphone-6-16gb-804016020,R$ 749
2048,Praia Grande -  SP,Celular iPhone SE,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/celular-iphone-se-803176672,R$ 750
2049,Goiânia -  GO,IPhone 7 + Acessórios,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-7-acessorios-804015972,R$ 2.000
2050,Ribeirão Preto -  SP,iPhone 6s 128 gb ,https://sp.olx.com.br/regiao-de-ribeirao-preto/celulares/iphone-6s-128-gb-804015876,R$ 1.100
2051,Belo Horizonte -  MG,iPhone 7 32gb (Ainda Na Garantia),https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/iphone-7-32gb-ainda-na-garantia-804015814,R$ 1
2052,Caraguatatuba -  SP,IPhone 11 Preto 128gb,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/celulares/iphone-11-preto-128gb-804015790,R$ 4.800
2053,Praia Grande -  SP,Vendo tudo por 250,https://sp.olx.com.br/baixada-santista-e-litoral-sul/celulares/vendo-tudo-por-250-804015787,R$ 250
2054,Joinville -  SC,iPhone 8 Plus 64GB ( seminovo ) 3 meses de garantia. 12x 249,https://sc.olx.com.br/norte-de-santa-catarina/celulares/iphone-8-plus-64gb-seminovo-3-meses-de-garantia-12x-249-804015734,R$ 2.790
2055,Manaus -  AM,Capa IPhone,https://am.olx.com.br/regiao-de-manaus/celulares/capa-iphone-804015731,R$ 45
2056,João Pessoa -  PB,iPhone 8 plus,https://pb.olx.com.br/paraiba/celulares/iphone-8-plus-804015718,R$ 2.600
2057,"Sampaio Correia, Saquarema -  RJ",Iphone 8 plus semi-novo,https://rj.olx.com.br/norte-do-estado-do-rio/celulares/iphone-8-plus-semi-novo-804015667,R$ 2.700
2058,Coronel Fabriciano -  MG,Troco iPhone 6s Plus 32GB (Sou de Fabriciano) ,https://mg.olx.com.br/belo-horizonte-e-regiao/celulares/troco-iphone-6s-plus-32gb-sou-de-fabriciano-804015671,R$ 1.250
2059,Atibaia -  SP,Iphone 6s (USADO),https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-6s-usado-804015619,R$ 999
2060,Arapongas -  PR,IPhone 6,https://pr.olx.com.br/regiao-de-londrina/celulares/iphone-6-804015622,R$ 550
2061,Fortaleza -  CE,IPhone 6,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-6-804015559,R$ 1.100
2062,Palhoça -  SC,Iphone SE primeira geração,https://sc.olx.com.br/florianopolis-e-regiao/celulares/iphone-se-primeira-geracao-804015503,R$ 650
2063,Belo Horizonte -  MG,Notebook Gamer x40 -i5 8° - SSD - Placa de vídeo Geforce- Aceito cartão/Trocas,https://mg.olx.com.br/belo-horizonte-e-regiao/computadores-e-acessorios/notebook-gamer-x40-i5-8-ssd-placa-de-video-geforce-aceito-cartao-trocas-804015475,R$ 2.799
2064,Porto Velho -  RO,iPhone 6s 32 g com marca de uso ,https://ro.olx.com.br/rondonia/celulares/iphone-6s-32-g-com-marca-de-uso-804015401,R$ 1.100
2065,Guaraci -  SP,Ipjone 11 128gb,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/celulares/ipjone-11-128gb-804015319,R$ 4.600
2066,Rio das Ostras -  RJ,Fone  Bluetooth V9/ i99 TWS,https://rj.olx.com.br/norte-do-estado-do-rio/cds-dvds/fone-bluetooth-v9-i99-tws-804015214,R$ 150
2067,Osasco -  SP,Iphone 8 plus 64 GB,https://sp.olx.com.br/sao-paulo-e-regiao/celulares/iphone-8-plus-64-gb-804015190,R$ 2.700
2068,Porto Alegre -  RS,Fonte por indução iphone ,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/celulares/fonte-por-inducao-iphone-804015191,R$ 100
2069,Cuiabá -  MT,Iphone 7,https://mt.olx.com.br/regiao-de-cuiaba/celulares/iphone-7-804015932,R$ 1.400
2070,Aparecida de Goiânia -  GO,Xiaomi Mi 9T 128GB Sem detalhes,https://go.olx.com.br/grande-goiania-e-anapolis/celulares/xiaomi-mi-9t-128gb-sem-detalhes-804015155,R$ 1.650
2071,Fortaleza -  CE,iPhone 7 Plus Vendo ou Troco Leia,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-7-plus-vendo-ou-troco-leia-804015135,R$ 2.000
2072,Teresina -  PI,iPhone 6s Plus,https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/celulares/iphone-6s-plus-804015138,R$ 1.500
2073,Manaus -  AM,Troco iPhone 7 128g,https://am.olx.com.br/regiao-de-manaus/celulares/troco-iphone-7-128g-804015766,R$ 1.800
2074,Fortaleza -  CE,IPhone X 256GB,https://ce.olx.com.br/fortaleza-e-regiao/celulares/iphone-x-256gb-804015064,R$ 2.900
2075,São José -  SC,iPhone 7 32G Única dona,https://sc.olx.com.br/florianopolis-e-regiao/celulares/iphone-7-32g-unica-dona-804015052,R$ 1.400
2076,Brasília -  DF,"IPhone 8 Plus Impecável R$2.400,00",https://df.olx.com.br/distrito-federal-e-regiao/celulares/iphone-8-plus-impecavel-r-2-400-00-804014964,R$ 2.400
2077,Salvador -  BA,IPhone XS Max 256GB,https://ba.olx.com.br/grande-salvador/celulares/iphone-xs-max-256gb-804014959,R$ 3.900
2078,Fortaleza -  CE,Smart Watch DTX Full HD Original c/ nota fiscal,https://ce.olx.com.br/fortaleza-e-regiao/celulares/smart-watch-dtx-full-hd-original-c-nota-fiscal-804014894,R$ 419
